;Unnamed: 0;logit;linear;rf_clf;rf_regr;gtb_clf;gtb_regr;kpi;training_set_size
10;10,0;models_features_1_period/logit_model_100.sav;models_features_1_period/linear_model_100.sav;models_features_1_period/random_forest_clf_100.sav;models_features_1_period/random_forest_regr_100.sav;models_features_1_period/gradient_boosting_clf_100.sav;models_features_1_period/gradient_boosting_regr_100.sav;filenames;100
11;11,0;models_features_1_period/logit_model_50.sav;models_features_1_period/linear_model_50.sav;models_features_1_period/random_forest_clf_50.sav;models_features_1_period/random_forest_regr_50.sav;models_features_1_period/gradient_boosting_clf_50.sav;models_features_1_period/gradient_boosting_regr_50.sav;filenames;50
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;10000
precision;;0.36584;;0.36584;;0.36584;;precision;10000
recall;;0.61042;;0.61042;;0.61042;;recall;10000
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;10000
Explained Variance;;0.56539;;0.56611;;0.56593;;Explained Variance;10000
Mean Squared Error;;0.01452;;0.0145;;0.01451;;Mean Squared Error;10000
Root Mean Squared Error;;0.12052;;0.1204;;0.12044;;Root Mean Squared Error;10000
Mean Absolut Error;;0.09853;;0.0984;;0.09848;;Mean Absolut Error;10000
R2;;0.56352;;0.56434;;0.56405;;R2;10000
Explained Variance;;;0.48392;;0.44846;;0.50042;Explained Variance;10000
Mean Squared Error;;;320.82823;;342.6399;;310.4339;Mean Squared Error;10000
Root Mean Squared Error;;;17.91168;;18.51053;;17.61913;Root Mean Squared Error;10000
Mean Absolut Error;;;13.95872;;14.51068;;13.62881;Mean Absolut Error;10000
R2;;;0.48276;;0.44759;;0.49951;R2;10000
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;8000
precision;;0.36584;;0.36584;;0.36584;;precision;8000
recall;;0.61042;;0.61042;;0.61042;;recall;8000
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;8000
Explained Variance;;0.56378;;0.56419;;0.56457;;Explained Variance;8000
Mean Squared Error;;0.01454;;0.01453;;0.01451;;Mean Squared Error;8000
Root Mean Squared Error;;0.12058;;0.12053;;0.12047;;Root Mean Squared Error;8000
Mean Absolut Error;;0.09829;;0.09833;;0.09815;;Mean Absolut Error;8000
R2;;0.56308;;0.5634;;0.56387;;R2;8000
Explained Variance;;;0.48363;;0.44267;;0.49725;Explained Variance;8000
Mean Squared Error;;;320.9955;;346.13295;;312.37158;Mean Squared Error;8000
Root Mean Squared Error;;;17.91635;;18.60465;;17.67404;Root Mean Squared Error;8000
Mean Absolut Error;;;13.96574;;14.60386;;13.69214;Mean Absolut Error;8000
R2;;;0.48249;;0.44196;;0.49639;R2;8000
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;6000
precision;;0.36584;;0.36584;;0.36584;;precision;6000
recall;;0.61042;;0.61042;;0.61042;;recall;6000
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;6000
Explained Variance;;0.56437;;0.5638;;0.56505;;Explained Variance;6000
Mean Squared Error;;0.01455;;0.01456;;0.01452;;Mean Squared Error;6000
Root Mean Squared Error;;0.12061;;0.12065;;0.12052;;Root Mean Squared Error;6000
Mean Absolut Error;;0.09861;;0.09849;;0.0984;;Mean Absolut Error;6000
R2;;0.5628;;0.56251;;0.5635;;R2;6000
Explained Variance;;;0.48368;;0.44582;;0.49603;Explained Variance;6000
Mean Squared Error;;;320.86099;;344.10827;;313.01555;Mean Squared Error;6000
Root Mean Squared Error;;;17.91259;;18.55016;;17.69225;Root Mean Squared Error;6000
Mean Absolut Error;;;13.9636;;14.55414;;13.72114;Mean Absolut Error;6000
R2;;;0.4827;;0.44522;;0.49535;R2;6000
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;5000
precision;;0.36584;;0.36584;;0.36584;;precision;5000
recall;;0.61042;;0.61042;;0.61042;;recall;5000
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;5000
Explained Variance;;0.56468;;0.56449;;0.5647;;Explained Variance;5000
Mean Squared Error;;0.01451;;0.01452;;0.01451;;Mean Squared Error;5000
Root Mean Squared Error;;0.12047;;0.12048;;0.12047;;Root Mean Squared Error;5000
Mean Absolut Error;;0.09822;;0.0979;;0.09789;;Mean Absolut Error;5000
R2;;0.56383;;0.56375;;0.56387;;R2;5000
Explained Variance;;;0.48354;;0.44775;;0.49693;Explained Variance;5000
Mean Squared Error;;;321.01388;;342.99161;;312.62049;Mean Squared Error;5000
Root Mean Squared Error;;;17.91686;;18.52003;;17.68108;Root Mean Squared Error;5000
Mean Absolut Error;;;13.97063;;14.55758;;13.72563;Mean Absolut Error;5000
R2;;;0.48246;;0.44702;;0.49599;R2;5000
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;4000
precision;;0.36584;;0.36584;;0.36584;;precision;4000
recall;;0.61042;;0.61042;;0.61042;;recall;4000
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;4000
Explained Variance;;0.56344;;0.56302;;0.56269;;Explained Variance;4000
Mean Squared Error;;0.01456;;0.01457;;0.01458;;Mean Squared Error;4000
Root Mean Squared Error;;0.12066;;0.12071;;0.12076;;Root Mean Squared Error;4000
Mean Absolut Error;;0.09835;;0.09818;;0.09826;;Mean Absolut Error;4000
R2;;0.56247;;0.5621;;0.56175;;R2;4000
Explained Variance;;;0.48276;;0.44024;;0.49378;Explained Variance;4000
Mean Squared Error;;;321.71665;;347.98597;;314.93666;Mean Squared Error;4000
Root Mean Squared Error;;;17.93646;;18.65438;;17.74645;Root Mean Squared Error;4000
Mean Absolut Error;;;14.00331;;14.68337;;13.8159;Mean Absolut Error;4000
R2;;;0.48132;;0.43897;;0.49225;R2;4000
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;3000
precision;;0.36584;;0.36584;;0.36584;;precision;3000
recall;;0.61042;;0.61042;;0.61042;;recall;3000
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;3000
Explained Variance;;0.55673;;0.55025;;0.55176;;Explained Variance;3000
Mean Squared Error;;0.01475;;0.01497;;0.01492;;Mean Squared Error;3000
Root Mean Squared Error;;0.12145;;0.12236;;0.12213;;Root Mean Squared Error;3000
Mean Absolut Error;;0.09864;;0.09869;;0.09868;;Mean Absolut Error;3000
R2;;0.55672;;0.55008;;0.55173;;R2;3000
Explained Variance;;;0.47931;;0.44418;;0.48746;Explained Variance;3000
Mean Squared Error;;;323.86089;;345.24057;;318.6035;Mean Squared Error;3000
Root Mean Squared Error;;;17.99614;;18.58065;;17.84947;Root Mean Squared Error;3000
Mean Absolut Error;;;14.08385;;14.59973;;13.91779;Mean Absolut Error;3000
R2;;;0.47787;;0.4434;;0.48634;R2;3000
accuracy;;0.6388;;0.6388;;0.6246;;accuracy;2000
precision;;0.36584;;0.36584;;0.49916;;precision;2000
recall;;0.61042;;0.61042;;0.55458;;recall;2000
f1_score;;0.45749;;0.45749;;0.52541;;f1_score;2000
Explained Variance;;0.54189;;0.53208;;0.52803;;Explained Variance;2000
Mean Squared Error;;0.01525;;0.01557;;0.01571;;Mean Squared Error;2000
Root Mean Squared Error;;0.12347;;0.12478;;0.12534;;Root Mean Squared Error;2000
Mean Absolut Error;;0.1004;;0.10075;;0.1011;;Mean Absolut Error;2000
R2;;0.54182;;0.53207;;0.5279;;R2;2000
Explained Variance;;;0.47808;;0.43683;;0.47969;Explained Variance;2000
Mean Squared Error;;;324.76736;;350.11538;;323.69159;Mean Squared Error;2000
Root Mean Squared Error;;;18.0213;;18.71137;;17.99143;Root Mean Squared Error;2000
Mean Absolut Error;;;14.11025;;14.73773;;14.0513;Mean Absolut Error;2000
R2;;;0.4764;;0.43554;;0.47814;R2;2000
accuracy;;0.6388;;0.6246;;0.6246;;accuracy;1000
precision;;0.36584;;0.49916;;0.49916;;precision;1000
recall;;0.61042;;0.55458;;0.55458;;recall;1000
f1_score;;0.45749;;0.52541;;0.52541;;f1_score;1000
Explained Variance;;0.54057;;0.48818;;0.48895;;Explained Variance;1000
Mean Squared Error;;0.01556;;0.01723;;0.01727;;Mean Squared Error;1000
Root Mean Squared Error;;0.12475;;0.13127;;0.13141;;Root Mean Squared Error;1000
Mean Absolut Error;;0.101;;0.10622;;0.10629;;Mean Absolut Error;1000
R2;;0.53228;;0.48218;;0.48101;;R2;1000
Explained Variance;;;0.47613;;0.43312;;0.45218;Explained Variance;1000
Mean Squared Error;;;325.06942;;351.81844;;339.98236;Mean Squared Error;1000
Root Mean Squared Error;;;18.02968;;18.75682;;18.43861;Root Mean Squared Error;1000
Mean Absolut Error;;;14.09598;;14.74872;;14.40941;Mean Absolut Error;1000
R2;;;0.47592;;0.43279;;0.45187;R2;1000
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;500
precision;;0.36584;;0.36584;;0.36584;;precision;500
recall;;0.61042;;0.61042;;0.61042;;recall;500
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;500
Explained Variance;;0.54449;;0.52946;;0.53229;;Explained Variance;500
Mean Squared Error;;0.01551;;0.01598;;0.01589;;Mean Squared Error;500
Root Mean Squared Error;;0.12455;;0.12641;;0.12606;;Root Mean Squared Error;500
Mean Absolut Error;;0.10204;;0.10251;;0.10225;;Mean Absolut Error;500
R2;;0.53379;;0.51976;;0.52246;;R2;500
Explained Variance;;;0.47741;;0.42746;;0.42934;Explained Variance;500
Mean Squared Error;;;324.21537;;355.12788;;353.98516;Mean Squared Error;500
Root Mean Squared Error;;;18.00598;;18.84484;;18.81449;Root Mean Squared Error;500
Mean Absolut Error;;;14.07101;;14.79112;;14.76865;Mean Absolut Error;500
R2;;;0.47729;;0.42746;;0.4293;R2;500
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;200
precision;;0.36584;;0.36584;;0.36584;;precision;200
recall;;0.61042;;0.61042;;0.61042;;recall;200
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;200
Explained Variance;;0.52127;;0.23515;;0.24065;;Explained Variance;200
Mean Squared Error;;0.01759;;0.02739;;0.02741;;Mean Squared Error;200
Root Mean Squared Error;;0.13262;;0.16551;;0.16555;;Root Mean Squared Error;200
Mean Absolut Error;;0.10909;;0.13224;;0.13203;;Mean Absolut Error;200
R2;;0.47141;;0.17676;;0.1764;;R2;200
Explained Variance;;;0.45174;;0.39752;;0.37685;Explained Variance;200
Mean Squared Error;;;340.73505;;374.19375;;388.02628;Mean Squared Error;200
Root Mean Squared Error;;;18.45901;;19.34409;;19.69838;Root Mean Squared Error;200
Mean Absolut Error;;;14.38083;;14.91438;;15.35948;Mean Absolut Error;200
R2;;;0.45066;;0.39672;;0.37442;R2;200
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;100
precision;;0.36584;;0.36584;;0.36584;;precision;100
recall;;0.61042;;0.61042;;0.61042;;recall;100
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;100
Explained Variance;;0.52127;;0.25509;;0.24065;;Explained Variance;100
Mean Squared Error;;0.01759;;0.02668;;0.02741;;Mean Squared Error;100
Root Mean Squared Error;;0.13262;;0.16333;;0.16555;;Root Mean Squared Error;100
Mean Absolut Error;;0.10909;;0.13111;;0.13203;;Mean Absolut Error;100
R2;;0.47141;;0.19829;;0.1764;;R2;100
Explained Variance;;;0.45174;;0.3984;;0.37735;Explained Variance;100
Mean Squared Error;;;340.73505;;374.30622;;387.83779;Mean Squared Error;100
Root Mean Squared Error;;;18.45901;;19.347;;19.6936;Root Mean Squared Error;100
Mean Absolut Error;;;14.38083;;14.98461;;15.35765;Mean Absolut Error;100
R2;;;0.45066;;0.39654;;0.37472;R2;100
accuracy;;0.6388;;0.6388;;0.6388;;accuracy;50
precision;;0.36584;;0.36584;;0.36584;;precision;50
recall;;0.61042;;0.61042;;0.61042;;recall;50
f1_score;;0.45749;;0.45749;;0.45749;;f1_score;50
Explained Variance;;0.52127;;0.2424;;0.24065;;Explained Variance;50
Mean Squared Error;;0.01759;;0.02782;;0.02741;;Mean Squared Error;50
Root Mean Squared Error;;0.13262;;0.16679;;0.16555;;Root Mean Squared Error;50
Mean Absolut Error;;0.10909;;0.13332;;0.13203;;Mean Absolut Error;50
R2;;0.47141;;0.164;;0.1764;;R2;50
Explained Variance;;;0.45174;;0.40161;;0.37806;Explained Variance;50
Mean Squared Error;;;340.73505;;371.91336;;387.30564;Mean Squared Error;50
Root Mean Squared Error;;;18.45901;;19.28506;;19.68008;Root Mean Squared Error;50
Mean Absolut Error;;;14.38083;;14.91404;;15.34038;Mean Absolut Error;50
R2;;;0.45066;;0.4004;;0.37558;R2;50
